,K0,K1,K2,K3,K4,K5,K6,K7,K8,K9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,U29,U30,U31,U32,U33,U34,U35,U36,U37,U38,U39,U40,U41,U42,U43,U44,U45,U46,U47,U48,U49,U50,U51,U52,U53,U54,U55,U56,U57,U58,U59,U60,U61,U62,U63,U64,U65,U66,U67,U68,U69,U70,U71,U72,U73,U74,U75,U76,U77,U78,U79,U80,U81,U82,U83,U84,U85,U86,U87,U88,U89,U90,U91,U92,U93,U94,U95,U96,U97,U98,U99
Sample123,319.093,20.822,7.228,6.114,1124.742,2712.653,296.239,969.661,158.278,3208.905,1212.948,3.193,1534.737,3.998,656.449,15.534,2049.449,104.707,43.827,75.631,5.708,10.117,639.401,415.287,255.884,56.476,5355.649,3177.245,344.305,361.142,539.54,63.812,14.861,719.963,131.019,31.977,155.281,2246.025,3477.252,53.242,250.4,42.114,334.52,39.908,73.219,2472.111,15.789,389.456,7.592,1780.936,697.467,20.988,1201.198,8.21,38.176,13.834,130.289,771.012,25.945,4.246,70.053,17.333,7.849,297.18,43.64,444.196,15.303,4009.044,78.047,10.521,335.777,3999.971,87.589,2474.823,175.795,109.535,396.443,6178.17,4229.116,135.783,956.348,117.851,151.654,1054.442,95.803,397.389,473.586,3541.717,10.957,695.042,1918.401,3695.241,5.102,1117.277,5264.757,3427.54,9.552,4089.16,2765.776,1699.513
Sample124,322.882,22.382,8.505,6.697,1281.883,2526.475,318.165,977.893,92.444,3155.084,1292.695,4.098,2049.861,3.848,798.006,13.684,2353.638,126.352,46.562,49.419,5.641,9.226,631.571,455.759,320.873,47.066,4950.58,3397.52,441.03,312.199,510.473,75.999,14.727,692.261,130.369,38.21,158.067,1780.927,3854.986,41.578,264.894,42.92,344.925,41.012,59.279,2463.62,17.08,382.813,6.962,1549.267,639.544,19.7,1233.848,8.002,39.118,15.215,123.677,886.354,25.726,4.914,67.166,18.032,8.773,319.321,39.958,411.133,12.863,3624.794,71.602,9.521,276.843,3219.121,76.188,2382.878,176.625,119.83,368.928,5750.674,3894.35,129.666,1055.127,108.208,125.889,981.306,96.246,608.839,501.345,3834.946,8.258,753.142,1805.085,3665.124,4.659,1415.414,5446.713,3540.623,8.162,3869.383,2671.699,1683.027
Sample125,374.115,22.063,6.756,6.82,971.736,2569.18,259.273,862.785,145.225,2991.035,1328.557,4.073,1995.867,4.502,788.025,14.586,2481.723,126.877,47.155,60.67,5.304,9.566,640.552,411.575,271.984,58.557,5702.603,3407.774,336.859,362.526,537.995,79.93,14.61,733.095,160.671,34.42,155.164,2410.404,3952.564,53.201,250.569,49.205,344.141,35.566,61.963,3001.991,18.811,400.635,6.563,1839.808,798.709,24.591,1314.372,6.378,39.582,15.507,133.006,691.724,27.816,4.741,74.403,16.087,8.77,303.037,45.052,404.157,16.695,3618.656,75.602,11.441,309.879,3566.854,90.854,2313.583,177.319,81.87,404.479,5293.244,3825.922,135.487,1060.596,101.931,135.155,1312.436,85.826,672.587,503.797,3305.275,9.838,761.617,2461.291,3407.965,5.709,1429.816,5188.162,3393.134,8.618,4327.566,2764.992,1462.486
Sample126,302.633,32.479,6.892,6.155,1105.535,2273.558,271.254,900.235,109.547,3404.85,1041.723,3.892,2226.016,4.67,786.25,14.998,2429.314,111.998,45.173,55.603,4.514,10.213,689.918,417.657,318.571,47.627,5983.972,2964.465,391.36,382.014,527.113,56.807,13.781,747.945,201.967,41.262,169.803,2323.899,3944.997,42.506,224.492,49.014,319.827,39.919,56.448,2835.769,18.618,407.059,7.877,1550.747,712.336,23.174,1563.074,6.751,39.694,12.718,122.819,904.582,26.05,4.642,63.952,14.5,8.443,352.355,45.174,467.981,13.411,3933.947,72.119,8.631,289.882,3815.128,88.599,2510.36,191.433,107.492,371.658,5270.33,4144.394,110.667,963.115,119.892,170.707,1280.572,84.325,542.723,487.932,3797.223,8.644,794.19,2283.17,3599.762,5.04,1372.989,4805.444,3117.136,5.994,3969.749,2860.35,1289.675
Sample127,383.713,30.162,7.226,5.555,983.028,2615.107,281.718,939.98,146.931,2977.459,1136.026,2.787,2012.098,3.572,817.989,13.168,2186.463,130.267,44.46,66.551,4.947,9.315,680.706,411.517,273.209,49.556,5231.696,3801.237,441.806,343.048,585.456,63.996,13.967,704.377,124.291,36.616,142.232,2113.682,3447.893,49.423,272.964,49.581,328.096,28.127,57.786,2776.037,16.012,380.36,8.056,1890.463,657.4,23.5,1288.217,6.172,45.736,11.451,123.45,762.101,27.69,4.448,69.727,20.131,8.148,322.446,43.509,438.74,16.174,3723.015,80.805,8.101,311.059,3561.725,83.15,2535.821,182.926,107.699,392.79,5873.5,4211.71,124.837,1090.738,112.799,146.223,1099.46,99.472,448.173,591.143,3538.142,8.325,745.92,2369.026,4506.8,4.766,1494.231,5096.914,3489.847,10.264,4503.547,2856.636,1665.362
Sample128,379.929,20.684,6.663,5.994,1025.872,2535.368,280.848,969.325,115.235,3231.711,1443.016,2.936,1800.246,2.989,697.831,15.602,2247.5,156.059,38.929,58.477,5.347,9.633,553.74,350.34,248.509,60.6,4938.273,3578.852,325.757,359.01,506.297,72.181,14.021,692.783,141.128,31.996,159.855,2338.681,4012.01,51.809,202.035,41.711,329.848,34.418,62.159,2855.239,14.083,349.297,7.588,1536.557,529.777,16.308,1394.767,7.166,37.803,15.817,135.948,999.573,26.005,4.56,57.695,15.753,6.812,321.98,44.717,426.087,15.963,3564.766,66.666,8.232,384.752,3245.072,93.007,2419.478,175.599,96.992,392.607,5633.111,4075.921,127.005,1115.375,123.929,129.833,1147.981,99.085,671.637,500.723,3709.108,10.944,606.776,1910.061,3969.135,5.144,1450.521,4798.558,3591.931,8.856,3893.603,2779.649,1546.861
Sample129,345.808,19.946,6.895,6.287,1020.095,2124.496,251.045,821.211,134.068,3536.303,1585.997,2.867,1765.231,4.755,864.492,16.716,2430.714,117.329,38.738,75.223,5.083,9.739,584.222,425.306,244.732,59.889,5693.112,3517.679,382.595,336.744,529.909,67.758,14.57,679.547,113.683,39.131,184.996,2378.811,4083.144,45.929,233.769,46.14,328.541,29.955,76.8,2665.413,12.167,453.186,7.499,1971.009,599.235,21.09,1046.509,8.422,34.434,13.558,138.497,873.571,24.749,4.082,62.339,16.81,8.878,372.145,41.746,458.601,15.984,3741.175,67.285,8.348,366.122,3690.445,77.132,2728.614,169.571,112.023,343.237,5531.953,4453.798,126.948,1039.873,116.589,151.979,1257.589,88.1,532.284,590.748,3398.253,10.953,755.889,2346.981,2880.158,4.706,1220.542,4780.127,3913.165,7.024,4404.254,2723.817,1204.836
Sample130,390.201,27.556,7.308,7.007,940.529,1838.727,273.914,875.045,107.503,3235.296,924.047,3.402,1967.881,4.195,966.953,11.628,2187.467,164.895,42.802,72.756,4.764,10.276,667.262,452.326,261.324,54.803,5011.207,3627.473,398.401,333.66,512.617,60.545,14.386,668.955,119.405,38.279,135.539,2495.48,3870.623,43.113,198.869,43.249,319.883,31.438,52.21,2720.013,19.18,426.015,8.101,1407.607,680.342,23.015,1717.816,7.688,30.868,15.232,127.34,651.084,27.734,3.534,67.208,17.828,8.612,286.801,41.112,407.692,13.232,3967.979,70.856,9.404,338.048,3283.501,82.391,2924.219,164.93,103.412,397.468,5445.69,3409.165,127.584,1179.857,105.555,120.143,1131.296,86.29,640.844,606.863,4032.136,9.786,817.552,2210.612,3384.725,5.073,1283.544,4906.367,3962.737,7.49,4376.896,2685.162,1408.391
Sample131,340.599,25.221,7.85,6.397,1167.36,2938.761,338.484,894.788,138.44,2891.387,1285.111,3.171,1967.019,4.161,930.73,17.955,2179.461,103.356,38.983,69.834,5.277,12.041,567.694,392.549,264.688,60.843,5752.957,3662.566,329.942,358.675,560.021,64.578,12.609,741.158,168.043,35.428,159.363,2103.339,3486.125,48.845,232.089,45.784,351.639,34.166,62.648,2530.882,18.514,377.074,8.915,1813.558,622.035,23.242,1185.525,7.103,50.575,14.139,143.684,855.988,26.633,4.987,62.195,17.438,8.27,312.108,43.43,407.114,13.118,4140.183,75.821,9.633,304.268,3712.16,75.849,2551.062,155.214,103.759,351.807,5882.559,4344.332,110.319,1021.047,122.19,133.125,1165.17,80.089,537.698,589.0,3687.642,9.225,751.321,1882.273,4311.24,4.745,1048.376,5121.751,3346.107,8.781,4367.418,2608.432,1308.237
Sample132,426.647,20.009,7.186,6.93,921.139,2703.279,271.988,952.319,105.54,3112.528,1655.5,3.077,1936.701,3.89,836.52,15.837,2322.292,116.19,42.128,68.856,5.631,9.43,527.593,404.605,264.638,56.727,5869.129,3188.85,403.487,412.037,514.673,73.699,14.76,630.63,137.707,39.045,150.97,1967.194,3671.934,58.893,249.765,45.08,354.707,40.358,61.931,2949.433,14.637,388.183,7.365,1942.626,600.836,21.245,1436.006,8.248,38.179,15.645,146.486,926.226,27.256,4.899,66.068,17.853,8.812,343.243,39.471,325.393,17.225,3379.336,71.654,9.21,306.178,4013.903,72.182,2313.069,175.533,99.668,399.492,6219.603,4256.382,112.669,1096.229,98.714,134.427,1119.631,92.654,647.234,526.647,3527.895,9.548,650.664,2370.041,3589.44,5.021,1407.646,5270.704,3485.516,7.779,4323.312,2820.685,1465.26
Sample133,339.899,26.802,7.328,6.299,1194.754,2754.428,250.656,819.257,119.104,2873.81,1602.413,3.1,1579.356,3.743,784.242,13.459,2071.111,123.387,38.044,65.122,3.555,9.945,561.56,373.584,218.129,50.782,6558.938,3270.237,380.863,300.925,551.47,64.757,14.075,731.795,117.273,32.096,144.124,2224.524,3273.09,45.631,242.392,41.284,306.332,34.371,57.333,2848.637,15.364,402.599,7.507,1794.818,692.532,23.91,1307.43,7.355,43.688,15.1,128.294,812.764,28.567,4.163,67.024,16.704,8.515,309.753,40.276,477.412,14.741,3635.803,71.02,10.355,351.441,3212.809,93.829,2752.671,191.524,94.679,411.846,5780.132,4116.366,121.07,1113.104,135.874,114.052,1041.278,85.359,587.092,624.356,3576.245,9.097,805.263,2418.177,3478.222,4.597,1419.28,5374.685,3269.868,7.01,4605.191,2760.777,1527.47
Sample134,345.669,23.475,6.993,6.18,1002.529,2905.223,284.41,1064.188,116.649,3088.63,1311.985,3.43,1724.693,4.661,945.812,14.356,1897.814,143.505,41.305,64.493,4.954,8.651,685.322,467.367,224.453,61.768,6439.363,3618.531,449.115,306.325,606.535,65.062,14.616,707.205,135.72,31.692,156.098,2181.96,3878.524,50.938,282.626,51.091,334.137,30.88,71.323,2773.759,14.066,338.36,7.538,1789.503,807.608,21.13,1350.354,8.35,40.662,15.084,133.491,801.647,29.471,3.385,66.757,18.13,7.809,315.348,42.496,397.889,16.678,3827.969,74.827,7.881,310.65,3941.024,70.203,2483.011,181.61,96.693,344.074,5499.661,4089.055,137.047,1116.531,100.683,149.109,1080.186,93.152,536.878,609.456,3611.919,11.103,640.378,2340.331,4136.543,5.311,1675.902,5679.208,3635.507,10.002,4713.93,2438.208,1314.891
Sample135,375.799,24.288,6.998,6.69,1060.271,2426.221,309.487,809.185,175.026,3210.792,1380.412,2.472,2132.032,3.85,678.27,16.774,2166.032,169.102,38.763,51.802,4.997,10.988,565.081,476.918,267.278,46.542,5339.815,2982.093,358.842,319.338,545.073,68.754,14.413,738.296,158.825,38.749,164.605,2242.816,3823.532,51.256,212.124,46.585,353.725,37.216,60.3,2821.032,14.966,416.33,7.798,1752.089,801.91,19.118,1304.123,6.263,31.969,14.28,129.994,842.579,28.27,4.768,73.983,16.777,8.934,349.931,41.38,438.159,12.818,3312.523,71.465,8.826,308.209,3576.886,74.706,2632.78,153.126,92.255,384.869,6353.336,3400.485,137.918,1150.58,111.317,118.171,1207.788,89.636,531.15,584.241,3914.593,9.91,770.978,2173.688,3571.19,5.197,1058.548,5544.967,3585.125,9.245,4703.344,2394.329,1315.03
Sample136,293.422,24.905,7.855,6.638,1155.036,2337.405,293.449,923.271,111.453,3002.643,1414.532,2.972,1996.723,3.681,775.737,13.862,2521.657,131.753,49.484,76.747,5.298,11.363,652.286,411.702,253.277,49.174,5471.681,2464.276,402.087,389.121,554.915,75.361,13.863,750.521,142.71,40.815,151.312,2215.255,4116.192,48.893,282.027,41.778,319.55,34.448,58.823,2552.242,11.273,396.488,6.932,1599.774,678.278,20.506,1342.93,7.398,33.405,15.389,124.95,839.59,28.521,5.146,68.164,15.746,8.857,316.056,38.748,389.209,15.884,3516.559,74.087,8.906,266.237,3854.005,79.873,2293.227,165.228,92.172,364.135,5770.702,4069.909,119.854,1085.585,136.844,109.956,1088.873,79.546,607.247,560.435,3492.604,10.734,735.18,2017.216,3698.221,4.339,1320.273,5254.399,3101.181,9.968,4478.15,2479.563,1342.058
Sample137,330.562,25.972,7.166,6.624,982.674,2663.475,271.667,939.769,138.284,2659.713,1328.803,2.824,1912.354,4.626,765.673,13.241,2099.321,143.981,42.88,60.407,3.944,8.804,614.011,417.246,264.866,53.183,5207.829,3258.426,352.76,325.599,601.578,60.2,14.055,660.898,128.582,35.293,147.332,2693.185,3503.773,48.263,260.321,47.411,288.213,27.581,59.231,2666.934,13.785,424.961,7.698,1831.123,699.767,20.702,1450.809,7.602,35.596,16.02,124.602,1111.645,26.878,4.514,78.993,17.778,8.092,327.087,37.262,373.913,16.163,3980.055,66.53,9.668,272.202,3589.334,87.357,2295.591,151.574,109.717,351.207,5535.08,4208.824,126.611,1120.811,124.658,143.434,1140.573,95.752,492.678,468.565,3738.352,10.541,905.19,2359.501,3128.79,4.766,1256.413,5750.286,3875.244,7.164,4067.792,2488.91,1417.141
Sample138,363.24,20.393,7.246,6.065,1054.941,2733.218,258.155,824.519,131.558,3369.381,1384.99,3.993,1884.203,2.758,849.884,14.526,2177.605,161.273,48.33,69.474,4.276,10.052,535.24,413.026,195.419,52.441,4561.836,3139.836,421.118,308.639,551.622,77.992,15.463,763.262,150.315,38.148,182.685,2307.05,3705.57,52.049,271.683,48.724,324.259,36.523,64.662,2866.286,13.96,425.895,8.667,1651.98,632.12,20.687,1320.691,7.913,36.481,13.913,148.018,896.529,30.352,4.159,72.218,17.592,8.854,283.071,45.224,408.396,15.931,3853.819,75.306,9.385,292.1,3770.671,96.307,2505.03,200.865,105.919,316.938,5795.253,3800.538,126.166,1151.561,114.877,161.279,1155.049,87.428,577.849,552.879,3337.513,12.254,780.089,2390.882,3737.876,5.143,1203.872,5250.711,3377.876,7.678,4041.903,2925.274,1466.233
Sample139,327.379,19.928,5.642,6.614,1000.132,2475.618,308.755,865.137,147.588,3440.279,1618.576,2.959,2023.006,4.198,858.263,19.415,2608.37,130.414,42.478,62.641,4.55,10.302,530.153,417.814,262.895,54.13,5900.05,3285.83,274.372,305.418,556.708,72.099,16.186,694.713,120.909,31.534,153.213,2586.488,3797.419,52.462,252.921,34.885,331.572,38.559,67.048,2234.475,17.145,464.724,8.448,1799.717,632.628,23.564,1298.184,6.465,39.414,12.986,124.485,947.81,23.045,3.896,64.789,14.861,8.306,277.154,39.775,388.745,16.681,3543.984,70.901,7.762,284.573,3731.514,92.832,3014.479,180.442,96.164,401.822,5885.004,3411.878,130.48,961.787,129.166,95.357,1349.624,108.709,641.102,514.437,3872.533,8.855,669.662,2118.805,3775.042,4.718,1015.766,5126.853,3240.876,7.412,4493.635,2791.189,1582.08
Sample140,438.724,26.219,6.986,6.385,942.228,2547.876,333.498,906.883,130.74,3122.12,1406.506,2.636,1883.707,3.6,895.425,16.52,2102.331,134.782,43.912,49.212,4.668,10.696,613.321,338.505,255.826,52.347,5767.697,3380.303,409.148,356.477,579.727,67.769,11.794,632.657,130.87,40.733,151.786,2318.95,3896.548,54.071,223.803,40.2,319.87,38.857,63.873,2647.443,15.391,387.255,7.165,1816.399,728.239,21.751,1394.915,8.33,38.262,14.931,142.999,884.671,26.977,4.98,63.176,17.097,7.504,343.798,37.266,426.666,15.255,3708.668,74.768,9.682,346.515,3835.734,72.595,2662.48,170.731,106.332,388.658,6392.663,3745.725,132.937,975.782,122.293,150.625,1155.936,91.246,569.692,547.1,3330.487,10.727,704.186,2347.665,3812.503,4.526,1336.794,5572.328,3393.888,8.967,3903.508,2951.109,1459.798
Sample141,396.48,31.22,7.52,6.082,1023.865,2459.98,282.828,813.221,97.444,3513.202,1192.99,2.978,2073.885,3.787,883.004,18.108,2121.825,128.831,42.923,62.419,4.562,8.898,543.948,421.141,244.702,48.829,6070.955,3726.269,491.28,339.465,611.199,74.055,13.41,729.964,159.415,38.465,140.562,2417.514,3257.43,44.429,223.048,39.309,313.642,35.483,60.302,2762.184,19.308,437.867,8.137,1629.314,752.907,21.975,1368.171,6.257,41.693,14.167,143.889,922.744,30.332,4.422,73.629,15.935,9.017,292.679,48.468,393.903,16.813,2938.13,63.995,8.418,204.554,3415.292,80.155,2647.701,186.899,100.381,287.185,5752.767,4160.491,129.366,1072.665,123.984,126.87,1158.498,91.692,632.542,576.149,3258.957,11.389,765.325,2320.209,3640.679,5.1,1113.068,5453.116,3212.12,8.078,4148.068,2790.955,1301.352
Sample142,353.716,25.961,7.238,5.43,1184.199,2512.844,271.215,915.344,138.143,3760.837,1401.968,3.454,1857.533,3.478,848.291,15.33,2163.74,134.859,42.929,61.348,4.474,9.404,552.519,458.063,256.687,55.369,5821.783,3393.319,457.256,382.898,598.266,72.417,14.377,591.423,140.249,36.625,139.92,2368.966,3907.411,50.918,271.756,42.47,347.643,38.247,67.193,2525.063,14.952,404.272,8.637,1728.738,796.427,22.916,1535.215,7.42,40.422,13.838,143.798,669.618,28.342,5.355,73.498,16.776,8.019,378.485,43.6,363.479,14.105,3186.161,72.385,10.453,290.801,3707.175,84.411,2587.983,152.932,109.608,317.869,5525.205,4411.111,128.762,1060.379,118.243,101.689,1153.18,88.041,555.435,527.953,3609.224,10.067,729.779,2014.197,3743.91,5.218,1376.216,5059.043,3046.759,9.575,3972.636,2678.883,1468.672
Sample143,360.594,20.357,6.404,6.068,909.516,2849.487,298.847,953.379,109.834,3425.587,1534.365,2.538,1957.089,3.434,789.028,15.318,2528.284,116.592,48.046,55.886,3.26,10.044,481.885,418.028,270.412,58.909,6129.863,2322.969,360.405,385.051,503.457,76.382,12.913,645.632,140.346,34.438,171.06,2303.506,3866.227,43.31,253.311,40.39,337.105,39.112,66.488,2553.39,14.5,426.141,8.138,1608.482,671.091,21.826,1217.69,7.392,47.215,14.795,138.654,818.646,26.194,5.319,73.356,15.171,8.318,352.542,39.157,376.537,14.081,3453.713,77.923,9.392,245.47,3442.879,87.824,2416.829,153.575,94.547,364.916,6366.783,4149.99,123.864,1006.318,122.607,127.302,1020.894,94.708,473.779,544.461,3823.069,11.634,714.897,2460.024,3587.403,4.586,1420.659,5306.168,3518.671,9.859,4488.401,2936.733,1423.623
Sample144,388.021,28.651,6.452,5.997,1223.605,2520.177,313.762,932.945,140.787,3333.965,1106.174,2.68,1923.13,4.228,790.544,13.231,1794.911,112.996,40.444,70.341,5.546,10.878,681.885,408.658,291.504,58.503,5855.578,2976.353,383.662,354.146,515.123,61.789,13.372,744.305,151.828,35.035,148.852,2378.232,3789.781,41.036,237.548,48.022,352.302,35.202,57.366,2644.708,13.648,384.615,5.917,1649.749,855.523,21.486,1188.875,7.367,32.678,12.598,129.338,887.283,26.008,3.961,69.148,15.58,8.705,340.974,40.548,342.703,12.986,3920.396,64.937,7.708,313.033,3405.785,68.635,2713.752,196.34,101.179,362.159,5108.867,3954.553,115.783,1052.982,93.645,115.31,1001.845,90.264,522.521,536.157,3826.799,10.219,803.101,2105.873,3594.187,5.503,1124.214,5054.569,3707.299,7.955,4377.52,2943.996,1496.427
Sample145,307.583,23.456,7.565,7.049,1051.943,2763.72,298.355,958.943,131.922,2889.823,1379.455,3.2,2196.959,4.186,797.347,11.844,2444.514,132.781,46.036,56.662,4.345,9.809,599.209,498.782,273.476,60.843,5226.422,2664.933,378.686,366.138,555.997,74.386,14.88,649.06,141.304,32.789,145.623,2166.756,3728.482,50.241,307.058,48.3,368.483,39.309,61.112,2600.716,15.818,399.534,7.796,1949.936,474.317,25.106,963.079,8.479,38.201,14.294,131.355,669.391,24.706,5.417,77.547,16.974,9.025,309.498,42.587,467.742,16.378,4185.983,64.483,9.922,328.868,3286.89,86.312,2680.679,165.739,100.049,397.88,5873.746,3791.261,138.275,1058.532,128.233,155.367,1002.928,89.365,618.434,590.375,3393.192,9.811,700.533,2376.568,3404.684,5.265,1228.959,5025.628,3700.271,9.157,4269.631,2712.037,1348.658
Sample146,353.452,26.181,6.998,6.252,1044.065,2305.093,264.91,912.097,122.167,3131.769,1066.448,3.987,2044.503,3.733,726.346,12.669,1994.681,152.346,41.788,61.795,5.527,9.693,726.549,326.551,258.131,51.223,6059.058,3302.118,400.595,333.996,625.394,62.081,13.713,721.816,127.078,39.042,136.147,2264.041,4284.395,47.134,212.754,44.984,348.207,33.87,66.986,2519.846,19.32,402.646,7.01,1883.637,759.303,20.018,1446.752,6.883,31.565,13.082,118.791,865.112,28.867,4.501,69.965,15.889,7.183,309.784,39.468,432.524,17.572,3707.378,72.609,9.241,367.83,3602.491,94.303,2650.635,178.079,105.655,345.945,5477.671,4521.826,114.729,1029.657,108.319,132.716,1106.159,88.812,575.511,612.365,3175.903,9.987,802.24,2226.903,3624.532,5.722,1289.189,4954.867,3403.973,9.891,4561.257,2880.074,1438.349
Sample147,369.99,22.436,6.957,6.008,1067.609,2897.567,248.196,866.484,129.338,3542.275,1093.426,3.347,2095.59,4.368,615.108,16.977,2431.861,137.905,45.816,63.699,4.526,11.197,501.212,454.622,283.44,48.959,5252.672,3048.277,403.66,336.293,547.187,81.188,14.56,730.834,164.417,38.747,173.341,2285.419,3868.075,47.692,244.404,49.231,307.47,33.631,52.033,2710.764,17.744,365.041,8.796,1736.638,706.085,16.498,1173.542,7.642,34.891,15.783,145.023,1054.854,26.802,4.047,63.822,19.556,8.91,293.663,52.906,339.953,14.923,3658.713,74.591,9.017,377.651,3706.68,93.732,3101.143,189.063,91.334,366.513,5958.663,4049.788,130.805,936.421,113.38,142.767,1005.164,80.597,550.162,527.706,3956.106,11.221,667.914,2049.492,4283.094,5.585,1392.601,5530.206,3202.738,9.287,4314.875,2759.603,1360.751
Sample148,413.556,28.882,6.67,5.886,899.959,2781.622,280.803,929.149,150.215,3313.09,1146.139,2.765,1999.007,3.763,816.391,15.188,2451.222,92.709,44.656,66.698,5.639,10.898,596.848,487.282,263.255,49.982,5183.971,3231.875,441.241,267.823,530.336,67.927,14.921,638.612,131.589,34.725,162.855,2020.261,3472.681,52.022,195.124,51.876,351.265,32.071,63.532,2932.084,17.191,378.827,7.527,1763.996,663.957,24.29,1446.851,7.221,35.631,14.612,128.879,753.975,27.792,3.751,73.722,17.54,8.544,325.836,45.886,395.753,13.118,3946.997,75.974,8.647,241.006,3591.834,88.348,2703.306,184.386,108.72,370.983,5691.335,4564.088,115.876,1176.214,126.52,140.576,1194.757,81.463,496.877,534.152,3691.049,10.161,699.465,1865.479,3922.605,4.96,1405.086,4661.221,3721.466,7.812,4238.576,2666.759,1445.306
Sample149,370.919,25.17,7.708,5.703,1025.433,2092.315,311.773,905.82,169.009,3029.713,1239.463,3.517,1903.351,4.526,782.833,14.791,2218.273,158.069,40.541,41.832,5.442,11.262,679.192,358.755,243.326,44.901,5652.508,2957.812,404.294,327.014,579.517,58.757,13.549,579.42,143.65,39.792,162.373,2362.98,3529.716,49.134,246.659,44.022,359.321,35.547,74.725,2738.044,11.856,398.279,7.137,1710.232,822.398,23.468,1467.55,5.7,43.626,14.985,126.467,754.953,27.513,3.671,70.961,13.529,6.909,304.473,43.705,341.736,15.196,3592.622,73.699,9.202,295.776,3866.682,80.418,2264.304,195.685,98.53,381.396,5651.51,4418.615,112.013,971.417,117.424,133.508,1016.538,81.558,485.854,590.219,3467.904,11.351,837.823,2290.455,3511.671,5.67,1123.401,5713.974,2924.303,10.301,4537.694,2774.769,1465.446
Sample150,366.336,20.491,7.479,6.51,984.762,2924.983,304.325,914.37,110.668,3009.651,1589.394,2.964,1576.589,3.128,750.861,15.175,2416.419,140.307,45.365,66.867,4.538,8.992,552.78,455.691,266.035,59.933,5619.205,3656.607,332.706,405.557,529.586,74.623,14.309,724.535,117.071,31.696,152.876,2033.553,3445.252,52.033,238.122,49.102,333.05,34.846,70.317,2309.483,12.792,431.754,7.927,1851.809,703.198,22.188,1507.74,7.497,43.097,14.348,132.784,787.129,25.951,5.335,75.741,18.282,8.642,321.019,39.99,394.378,14.036,4174.036,66.48,9.243,323.049,3586.48,94.835,2762.131,188.903,115.857,339.542,5432.848,3926.669,120.592,1103.424,123.637,149.279,1092.209,72.342,572.531,457.984,3545.339,10.604,748.24,2432.069,3361.592,5.084,1276.755,4566.094,3043.599,6.589,4299.009,2917.945,1366.456
Sample151,325.511,24.247,6.918,6.79,1131.815,2556.983,330.448,919.411,166.462,3457.145,1232.584,2.675,1831.018,4.076,781.498,15.549,2429.212,124.875,42.668,69.513,4.803,9.541,587.608,418.187,327.546,52.269,6091.283,3355.243,417.301,373.729,626.952,67.421,14.204,709.691,134.841,39.65,162.651,2568.308,3653.003,46.617,238.646,48.088,337.717,32.759,68.898,2537.997,17.005,440.43,7.845,1761.136,685.69,19.606,1535.968,8.138,37.103,15.608,127.337,705.728,28.233,4.152,73.659,14.925,9.819,322.185,41.634,401.189,16.964,4121.563,64.237,8.604,351.683,4443.93,81.859,2438.493,165.356,96.343,327.261,6273.373,4102.808,115.814,1026.806,112.921,129.84,1178.708,87.464,559.686,577.919,3335.625,9.936,750.811,2314.811,3316.055,4.827,1366.282,4760.089,3911.353,8.692,4708.413,2613.321,1321.969
Sample152,398.058,24.906,7.182,6.624,1265.035,2659.034,264.423,929.512,137.732,2771.116,1262.119,3.309,1942.385,4.737,690.772,13.412,2315.673,128.755,41.674,58.244,4.833,11.767,654.058,410.386,290.968,55.825,5095.137,2516.78,350.508,336.295,563.805,66.656,13.787,750.93,165.158,34.963,161.265,2209.062,3267.068,60.844,282.863,48.279,370.396,37.598,59.798,2770.371,15.846,423.155,7.483,1819.419,647.834,20.618,1396.56,7.678,39.736,14.914,127.645,836.824,25.657,2.855,65.019,15.098,7.079,291.709,44.351,411.288,14.925,3536.93,74.158,9.621,336.666,3594.266,85.449,2261.769,174.277,101.282,304.971,5135.912,4228.949,129.834,960.992,129.623,116.248,1126.475,89.873,656.769,604.386,3450.512,9.507,799.625,2068.556,3292.322,5.095,1206.501,5403.879,3943.629,7.844,4133.509,2929.594,1353.187
Sample153,382.378,26.81,7.239,6.053,1104.11,2729.312,268.602,866.383,123.044,3643.405,1248.494,3.432,1993.534,3.797,751.237,15.433,2030.911,138.048,40.721,59.859,5.066,9.759,555.637,422.967,248.936,54.06,5775.034,2766.647,411.122,272.355,508.423,65.94,14.173,703.493,127.797,35.91,141.115,2135.027,3517.41,48.544,226.635,43.59,330.477,33.454,59.536,2960.396,17.311,424.681,8.331,1608.637,824.715,19.696,1252.264,7.399,38.771,12.802,122.409,801.102,28.552,5.346,63.98,17.489,7.22,330.943,43.191,415.851,15.346,4030.498,63.612,9.495,333.495,3564.498,75.22,2297.528,184.07,107.969,350.864,6065.111,3978.383,124.793,1148.999,114.342,110.546,1093.391,95.678,573.059,599.809,3850.575,10.809,738.041,2179.068,3780.101,5.269,1159.228,4664.015,3807.906,7.51,4852.325,2642.211,1540.886
